Ponto	Drenagem	Ab_BL	Ab_Body_elong	Ab_Eye_ver	Ab_Rel_eye	Ab_O_gape	Ab_Body_lat	Ab_pect	Ab_Pect_size	Ab_Caud_ped	Ab_Area.caud	Ab_Area_pec	Ab_rel_algivoro	Ab_rel_detritivoro	Ab_rel_invertivoro	Ab_rel_onivoro	Ab_rel_piscivoro	Riq_algivoro	Riq_detritivoro	Riq_invertivoro	Riq_onivoro	Riq_piscivoro	Riq_rel_detritivoro	Riq_rel_invertivoro	Riq_rel_onivoro	Riq_rel_piscivoro	Riq_total_especies	Riq_Characiformes	Riq_rel_Characiformes	Riq_Siluriformes	Riq_rel_Siluriformes	Riq_Siluri_Characi	Riq_rel_Siluri_Characi	Riq_Cyprinidontiformes	Riq_rel_Cyprinidontiformes	Riq_Gymnotiformes	Riq_rel_Gymnotiformes	Riq_Cicliformes	Riq_rel_Cicliformes	Riq_Poecilia_reticulata	Riq_rel_Poecilia_reticulata	 Riq_Callichthyidae	 Riq_rel_Callichthyidae	 Riq_Characidae	 Riq_rel_Characidae	 Riq_Curimatidae	 Riq_rel_Curimatidae	 Riq_Crenuchidae	 Riq_rel_Crenuchidae	 Riq_Erythrinidae	 Riq_rel_Erythrinidae	 Riq_rel_Gymnotidae	 Riq_Gymnotidae	 Riq_Heptapteridae	 Riq_rel_Heptapteridae	 Riq_Loricariidae	 Riq_rel_Loricariidae	 Riq_Poeciliidae	 Riq_rel_Poeciliidae	Ab_total_especies	Ab_rel_Characiformes	Ab_rel_Siluriformes	Ab_rel_Siluri_Characi	Ab_rel_Cyprinidontiformes	Ab_rel_Gymnotiformes	Ab_rel_Cicliformes	Ab_rel_Poecilia_reticulata	Ab_rel_Callichthyidae	Ab_rel_Characidae	Ab_rel_Curimatidae	Ab_rel_Crenuchidae	Ab_rel_Erythrinidae	Ab_rel_Gymnotidae	Ab_rel_Heptapteridae	Ab_rel_Loricariidae	Ab_rel_Poeciliidae
187	1	73.58	2.83	0.32	0.47	0.22	0.51	0.07	0.60	2.89	3.59	0.62	0.00	0.02	0.15	0.83	0.00	0.00	1.00	5.00	3.00	0.00	0.06	0.31	0.19	0.00	9.00	6.00	0.67	3.00	0.33	9.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	0.56	0.00	0.00	1.00	0.11	0.00	0.00	0.00	0.00	2.00	0.22	1.00	0.11	0.00	0.00	83.00	0.89	0.11	1.00	0.00	0.00	0.00	0.00	0.00	0.88	0.00	0.01	0.00	0.00	0.08	0.01	0.00
188	1	65.64	4.05	0.35	0.45	0.26	0.63	0.14	0.71	2.24	1.97	0.72	0.00	0.03	0.91	0.03	0.03	0.00	1.00	3.00	1.00	2.00	0.07	0.20	0.07	0.13	7.00	3.00	0.43	0.00	0.00	3.00	0.43	1.00	0.14	1.00	0.14	1.00	0.14	1.00	0.14	0.00	0.00	2.00	0.29	0.00	0.00	0.00	0.00	1.00	0.14	1.00	0.14	0.00	0.00	0.00	0.00	1.00	0.14	96.00	0.80	0.00	0.80	0.03	0.13	0.03	0.03	0.00	0.78	0.00	0.00	0.02	0.13	0.00	0.00	0.03
191	1	66.47	2.99	0.34	0.45	0.20	0.53	0.09	0.63	2.76	3.31	0.75	0.00	0.11	0.26	0.60	0.03	0.00	1.00	3.00	3.00	1.00	0.09	0.27	0.27	0.09	8.00	6.00	0.75	1.00	0.13	7.00	0.88	0.00	0.00	0.00	0.00	1.00	0.13	0.00	0.00	0.00	0.00	3.00	0.38	1.00	0.13	1.00	0.13	1.00	0.13	0.00	0.00	1.00	0.13	0.00	0.00	0.00	0.00	65.00	0.92	0.06	0.98	0.00	0.00	0.02	0.00	0.00	0.72	0.11	0.06	0.03	0.00	0.06	0.00	0.00
193	1	54.77	3.09	0.38	0.46	0.23	0.59	0.09	0.64	3.11	2.77	0.65	0.00	0.00	0.97	0.03	0.00	0.00	0.00	2.00	1.00	0.00	0.00	0.25	0.13	0.00	34.00	2.00	0.06	32.00	0.94	34.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	32.00	0.94	2.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	34.00	0.06	0.94	1.00	0.00	0.00	0.00	0.00	0.94	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00
194	1	89.34	2.85	0.32	0.42	0.23	0.50	0.07	0.60	2.61	4.17	0.88	0.00	0.00	0.90	0.03	0.07	0.00	0.00	3.00	1.00	1.00	0.00	0.13	0.04	0.04	14.00	3.00	0.21	11.00	0.79	14.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	0.71	2.00	0.14	0.00	0.00	0.00	0.00	1.00	0.07	0.00	0.00	1.00	0.07	0.00	0.00	0.00	0.00	29.00	0.55	0.45	1.00	0.00	0.00	0.00	0.00	0.34	0.48	0.00	0.00	0.07	0.00	0.10	0.00	0.00
195	1	81.66	3.00	0.32	0.42	0.21	0.50	0.10	0.60	2.42	3.52	0.82	0.00	0.03	0.70	0.22	0.04	0.00	3.00	8.00	4.00	2.00	0.10	0.26	0.13	0.06	17.00	9.00	0.53	4.00	0.24	13.00	0.76	1.00	0.06	1.00	0.06	1.00	0.06	1.00	0.06	1.00	0.06	6.00	0.35	1.00	0.06	1.00	0.06	1.00	0.06	1.00	0.06	1.00	0.06	2.00	0.12	1.00	0.06	142.00	0.75	0.12	0.87	0.01	0.06	0.04	0.01	0.01	0.69	0.01	0.04	0.01	0.04	0.10	0.01	0.01
198	1	80.07	3.29	0.36	0.41	0.26	0.56	0.19	0.69	2.11	3.81	1.24	0.00	0.16	0.54	0.28	0.02	0.00	1.00	6.00	5.00	1.00	0.04	0.26	0.22	0.04	55.00	7.00	0.13	43.00	0.78	50.00	0.91	1.00	0.02	1.00	0.02	2.00	0.04	1.00	0.02	41.00	0.75	6.00	0.11	0.00	0.00	0.00	0.00	1.00	0.02	1.00	0.02	2.00	0.04	0.00	0.00	1.00	0.02	222.00	0.39	0.28	0.67	0.16	0.04	0.13	0.16	0.18	0.36	0.00	0.00	0.02	0.04	0.09	0.00	0.16
199	1	93.89	3.79	0.42	0.34	0.23	0.62	0.22	0.70	2.03	3.82	1.86	0.00	0.12	0.37	0.51	0.00	0.00	3.00	4.00	3.00	0.00	0.15	0.20	0.15	0.00	9.00	4.00	0.44	2.00	0.22	6.00	0.67	0.00	0.00	1.00	0.11	2.00	0.22	0.00	0.00	0.00	0.00	3.00	0.33	1.00	0.11	0.00	0.00	0.00	0.00	1.00	0.11	0.00	0.00	2.00	0.22	0.00	0.00	27.00	0.44	0.07	0.52	0.00	0.19	0.30	0.00	0.00	0.41	0.04	0.00	0.00	0.11	0.00	0.07	0.00
200	1	59.90	3.84	0.40	0.44	0.22	0.62	0.15	0.81	2.55	2.99	0.89	0.00	0.22	0.28	0.45	0.00	0.00	1.00	4.00	3.00	0.00	0.04	0.15	0.12	0.00	10.00	5.00	0.50	4.00	0.40	9.00	0.90	1.00	0.10	0.00	0.00	0.00	0.00	1.00	0.10	0.00	0.00	4.00	0.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.20	1.00	0.10	1.00	0.10	36.00	0.53	0.25	0.78	0.22	0.00	0.00	0.22	0.00	0.50	0.00	0.00	0.00	0.00	0.14	0.03	0.22
202	1	59.18	3.50	0.37	0.45	0.23	0.59	0.15	0.82	2.35	3.27	0.97	0.00	0.48	0.16	0.36	0.00	0.00	2.00	11.00	3.00	0.00	0.06	0.35	0.10	0.00	21.00	11.00	0.52	5.00	0.24	16.00	0.76	1.00	0.05	2.00	0.10	2.00	0.10	1.00	0.05	1.00	0.05	9.00	0.43	0.00	0.00	1.00	0.05	1.00	0.05	1.00	0.05	3.00	0.14	1.00	0.05	1.00	0.05	384.00	0.43	0.17	0.61	0.37	0.02	0.01	0.37	0.02	0.42	0.00	0.01	0.00	0.01	0.04	0.00	0.37
203	1	55.34	4.06	0.40	0.46	0.22	0.66	0.10	0.78	2.58	2.32	0.83	0.03	0.05	0.75	0.17	0.00	1.00	1.00	9.00	4.00	0.00	0.03	0.31	0.14	0.00	14.00	7.00	0.50	5.00	0.36	12.00	0.86	0.00	0.00	1.00	0.07	1.00	0.07	0.00	0.00	1.00	0.07	5.00	0.36	0.00	0.00	1.00	0.07	0.00	0.00	1.00	0.07	3.00	0.21	1.00	0.07	0.00	0.00	108.00	0.85	0.10	0.95	0.00	0.03	0.02	0.00	0.01	0.78	0.00	0.05	0.00	0.01	0.05	0.01	0.00
205	1	75.15	4.37	0.47	0.30	0.09	0.66	0.15	0.93	2.46	3.58	1.25	0.00	0.47	0.43	0.08	0.00	0.00	3.00	7.00	3.00	0.00	0.12	0.28	0.12	0.00	14.00	7.00	0.50	6.00	0.43	13.00	0.93	1.00	0.07	0.00	0.00	0.00	0.00	1.00	0.07	0.00	0.00	6.00	0.43	0.00	0.00	1.00	0.07	0.00	0.00	0.00	0.00	3.00	0.21	2.00	0.14	1.00	0.07	95.00	0.16	0.68	0.84	0.16	0.00	0.00	0.16	0.00	0.15	0.00	0.01	0.00	0.00	0.36	0.02	0.16
206	1	84.77	3.48	0.41	0.35	0.13	0.59	0.06	0.78	2.73	4.11	1.16	0.00	0.25	0.31	0.38	0.02	0.00	2.00	5.00	2.00	1.00	0.08	0.19	0.08	0.04	11.00	6.00	0.55	5.00	0.45	11.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.09	4.00	0.36	0.00	0.00	0.00	0.00	1.00	0.09	0.00	0.00	2.00	0.18	2.00	0.18	0.00	0.00	44.00	0.55	0.45	1.00	0.00	0.00	0.00	0.00	0.05	0.48	0.00	0.00	0.02	0.00	0.16	0.05	0.00
207	1	71.53	3.26	0.35	0.45	0.23	0.57	0.11	0.77	2.40	3.65	0.97	0.00	0.33	0.25	0.40	0.00	0.00	3.00	8.00	3.00	0.00	0.13	0.33	0.13	0.00	14.00	8.00	0.57	3.00	0.21	11.00	0.79	1.00	0.07	0.00	0.00	2.00	0.14	1.00	0.07	0.00	0.00	5.00	0.36	1.00	0.07	1.00	0.07	0.00	0.00	0.00	0.00	2.00	0.14	1.00	0.07	1.00	0.07	157.00	0.60	0.13	0.73	0.23	0.01	0.03	0.23	0.00	0.56	0.01	0.02	0.00	0.00	0.04	0.01	0.23
209	1	57.51	3.24	0.34	0.48	0.24	0.58	0.12	0.75	2.49	3.20	0.81	0.00	0.31	0.26	0.42	0.00	0.00	2.00	4.00	3.00	0.00	0.11	0.22	0.17	0.00	9.00	4.00	0.44	3.00	0.33	7.00	0.78	1.00	0.11	0.00	0.00	1.00	0.11	1.00	0.11	0.00	0.00	4.00	0.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.22	1.00	0.11	1.00	0.11	66.00	0.64	0.09	0.73	0.26	0.00	0.02	0.26	0.00	0.64	0.00	0.00	0.00	0.00	0.03	0.02	0.26
210	1	69.91	3.87	0.43	0.40	0.23	0.64	0.15	0.73	2.80	2.89	1.18	0.00	0.16	0.08	0.72	0.00	0.00	2.00	1.00	4.00	0.00	0.10	0.05	0.20	0.00	9.00	5.00	0.56	1.00	0.11	6.00	0.67	1.00	0.11	1.00	0.11	1.00	0.11	1.00	0.11	0.00	0.00	4.00	0.44	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.11	0.00	0.00	1.00	0.11	1.00	0.11	91.00	0.74	0.08	0.81	0.08	0.08	0.03	0.08	0.00	0.73	0.00	0.00	0.00	0.08	0.00	0.01	0.08
211	1	81.72	3.28	0.41	0.38	0.13	0.60	0.05	0.79	2.93	4.18	1.23	0.00	0.36	0.14	0.50	0.00	0.00	3.00	4.00	4.00	0.00	0.13	0.17	0.17	0.00	11.00	6.00	0.55	4.00	0.36	10.00	0.91	1.00	0.09	0.00	0.00	0.00	0.00	1.00	0.09	0.00	0.00	4.00	0.36	0.00	0.00	1.00	0.09	0.00	0.00	0.00	0.00	2.00	0.18	2.00	0.18	1.00	0.09	145.00	0.61	0.38	0.99	0.01	0.00	0.00	0.01	0.00	0.54	0.00	0.06	0.00	0.00	0.02	0.01	0.01
212	1	67.34	3.62	0.43	0.36	0.13	0.63	0.08	0.89	2.43	3.59	1.35	0.00	0.38	0.43	0.19	0.00	0.00	2.00	6.00	4.00	0.00	0.07	0.21	0.14	0.00	12.00	7.00	0.58	3.00	0.25	10.00	0.83	1.00	0.08	0.00	0.00	1.00	0.08	1.00	0.08	1.00	0.08	6.00	0.50	0.00	0.00	1.00	0.08	0.00	0.00	0.00	0.00	1.00	0.08	1.00	0.08	1.00	0.08	26.00	0.42	0.42	0.85	0.12	0.00	0.04	0.12	0.12	0.31	0.00	0.12	0.00	0.00	0.04	0.04	0.12
213	1	55.23	3.83	0.45	0.33	0.13	0.64	0.07	0.84	2.33	2.39	0.87	0.00	0.07	0.68	0.25	0.00	0.00	2.00	10.00	4.00	0.00	0.08	0.38	0.15	0.00	16.00	9.00	0.56	5.00	0.31	14.00	0.88	0.00	0.00	1.00	0.06	1.00	0.06	0.00	0.00	1.00	0.06	7.00	0.44	1.00	0.06	1.00	0.06	0.00	0.00	1.00	0.06	3.00	0.19	1.00	0.06	0.00	0.00	115.00	0.54	0.43	0.97	0.00	0.02	0.01	0.00	0.30	0.48	0.01	0.05	0.00	0.02	0.08	0.01	0.00
214	1	63.97	4.03	0.41	0.40	0.16	0.64	0.10	0.84	2.56	2.75	0.93	0.00	0.12	0.73	0.09	0.00	0.00	2.00	6.00	1.00	0.00	0.09	0.27	0.05	0.00	10.00	3.00	0.30	6.00	0.60	9.00	0.90	0.00	0.00	0.00	0.00	1.00	0.10	0.00	0.00	1.00	0.10	3.00	0.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.10	2.00	0.20	0.00	0.00	34.00	0.53	0.44	0.97	0.00	0.00	0.03	0.00	0.03	0.53	0.00	0.00	0.00	0.00	0.12	0.06	0.00
215	1	65.77	3.35	0.38	0.43	0.20	0.60	0.07	0.74	2.61	3.00	0.82	0.00	0.06	0.56	0.38	0.00	0.00	1.00	8.00	3.00	0.00	0.04	0.33	0.13	0.00	12.00	8.00	0.67	3.00	0.25	11.00	0.92	0.00	0.00	1.00	0.08	0.00	0.00	0.00	0.00	1.00	0.08	7.00	0.58	0.00	0.00	1.00	0.08	0.00	0.00	1.00	0.08	1.00	0.08	1.00	0.08	0.00	0.00	72.00	0.85	0.14	0.99	0.00	0.01	0.00	0.00	0.07	0.76	0.00	0.08	0.00	0.01	0.01	0.01	0.00
216	1	71.83	3.83	0.39	0.38	0.17	0.58	0.14	0.72	2.44	3.03	0.78	0.00	0.14	0.42	0.40	0.04	0.00	2.00	6.00	3.00	1.00	0.09	0.26	0.13	0.04	12.00	8.00	0.67	2.00	0.17	10.00	0.83	1.00	0.08	1.00	0.08	0.00	0.00	1.00	0.08	0.00	0.00	5.00	0.42	1.00	0.08	1.00	0.08	1.00	0.08	1.00	0.08	2.00	0.17	0.00	0.00	1.00	0.08	57.00	0.58	0.33	0.91	0.07	0.02	0.00	0.07	0.00	0.46	0.07	0.02	0.04	0.02	0.33	0.00	0.07
217	1	87.77	4.02	0.46	0.31	0.06	0.64	0.05	0.95	2.74	4.27	1.59	0.00	0.38	0.34	0.24	0.00	0.00	1.00	5.00	4.00	0.00	0.05	0.26	0.21	0.00	11.00	6.00	0.55	5.00	0.45	11.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.36	0.00	0.00	1.00	0.09	0.00	0.00	0.00	0.00	3.00	0.27	1.00	0.09	0.00	0.00	57.00	0.44	0.56	1.00	0.00	0.00	0.00	0.00	0.00	0.23	0.00	0.18	0.00	0.00	0.16	0.02	0.00
218	1	76.51	2.94	0.32	0.45	0.20	0.51	0.09	0.60	2.74	3.51	0.58	0.00	0.00	0.24	0.76	0.00	0.00	0.00	5.00	3.00	0.00	0.00	0.36	0.21	0.00	8.00	4.00	0.50	4.00	0.50	8.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.50	0.00	0.00	0.00	0.00	39.00	0.79	0.21	1.00	0.00	0.00	0.00	0.00	0.00	0.74	0.00	0.00	0.00	0.00	0.21	0.00	0.00
221	1	140.59	4.75	0.37	0.24	0.26	0.53	0.33	0.58	0.89	2.86	1.62	0.00	0.02	0.69	0.27	0.02	0.00	1.00	3.00	1.00	1.00	0.05	0.16	0.05	0.05	6.00	1.00	0.17	1.00	0.17	2.00	0.33	1.00	0.17	1.00	0.17	1.00	0.17	1.00	0.17	0.00	0.00	1.00	0.17	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.17	1.00	0.17	0.00	0.00	1.00	0.17	44.00	0.11	0.09	0.20	0.02	0.48	0.27	0.02	0.00	0.11	0.00	0.00	0.00	0.48	0.09	0.00	0.02
224	1	99.66	3.87	0.41	0.36	0.13	0.58	0.08	0.82	2.50	4.44	1.47	0.00	0.28	0.37	0.30	0.00	0.00	3.00	6.00	3.00	0.00	0.12	0.24	0.12	0.00	12.00	4.00	0.33	7.00	0.58	11.00	0.92	0.00	0.00	1.00	0.08	0.00	0.00	0.00	0.00	1.00	0.08	3.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.08	3.00	0.25	3.00	0.25	0.00	0.00	43.00	0.49	0.44	0.93	0.00	0.07	0.00	0.00	0.05	0.44	0.00	0.00	0.00	0.02	0.12	0.07	0.00
225	1	96.74	3.38	0.38	0.35	0.16	0.56	0.11	0.71	2.55	4.31	1.34	0.00	0.24	0.64	0.08	0.03	0.00	1.00	6.00	3.00	2.00	0.06	0.38	0.19	0.13	11.00	3.00	0.27	3.00	0.27	6.00	0.55	0.00	0.00	1.00	0.09	3.00	0.27	0.00	0.00	0.00	0.00	1.00	0.09	0.00	0.00	0.00	0.00	1.00	0.09	1.00	0.09	2.00	0.18	1.00	0.09	0.00	0.00	90.00	0.49	0.34	0.83	0.00	0.07	0.09	0.00	0.00	0.43	0.00	0.00	0.02	0.06	0.10	0.01	0.00
226	1	101.62	3.59	0.43	0.28	0.10	0.59	0.06	0.80	2.47	4.82	1.34	0.00	0.26	0.74	0.00	0.00	0.00	1.00	3.00	0.00	0.00	0.08	0.23	0.00	0.00	4.00	1.00	0.25	3.00	0.75	4.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.25	1.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.25	1.00	0.25	0.00	0.00	35.00	0.29	0.71	1.00	0.00	0.00	0.00	0.00	0.20	0.29	0.00	0.00	0.00	0.00	0.26	0.03	0.00
228	1	76.26	3.51	0.39	0.36	0.14	0.58	0.09	0.74	2.65	3.61	0.95	0.00	0.17	0.81	0.00	0.02	0.00	1.00	7.00	0.00	1.00	0.05	0.37	0.00	0.05	9.00	2.00	0.22	6.00	0.67	8.00	0.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.11	2.00	0.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.44	1.00	0.11	0.00	0.00	47.00	0.55	0.43	0.98	0.00	0.00	0.00	0.00	0.02	0.55	0.00	0.00	0.00	0.00	0.23	0.02	0.00
232	1	89.95	4.11	0.44	0.37	0.13	0.60	0.11	0.87	2.46	3.98	1.57	0.00	0.17	0.54	0.26	0.00	0.00	1.00	6.00	2.00	0.00	0.05	0.32	0.11	0.00	10.00	5.00	0.50	4.00	0.40	9.00	0.90	0.00	0.00	1.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.30	0.00	0.00	1.00	0.10	0.00	0.00	1.00	0.10	3.00	0.30	1.00	0.10	0.00	0.00	35.00	0.60	0.37	0.97	0.00	0.03	0.00	0.00	0.00	0.46	0.00	0.11	0.00	0.03	0.20	0.03	0.00
233	1	86.46	3.83	0.43	0.40	0.19	0.61	0.13	0.81	2.57	3.82	1.43	0.03	0.16	0.55	0.26	0.00	1.00	1.00	6.00	1.00	0.00	0.05	0.30	0.05	0.00	9.00	4.00	0.44	3.00	0.33	7.00	0.78	0.00	0.00	1.00	0.11	1.00	0.11	0.00	0.00	0.00	0.00	2.00	0.22	0.00	0.00	1.00	0.11	0.00	0.00	1.00	0.11	2.00	0.22	1.00	0.11	0.00	0.00	31.00	0.65	0.23	0.87	0.00	0.03	0.10	0.00	0.00	0.58	0.00	0.03	0.00	0.03	0.06	0.03	0.00
235	1	127.27	4.30	0.55	0.28	0.07	0.71	0.06	1.08	2.66	6.71	2.91	0.00	0.69	0.19	0.12	0.00	0.00	3.00	5.00	3.00	0.00	0.16	0.26	0.16	0.00	10.00	4.00	0.40	4.00	0.40	8.00	0.80	0.00	0.00	1.00	0.10	1.00	0.10	0.00	0.00	0.00	0.00	3.00	0.30	1.00	0.10	0.00	0.00	0.00	0.00	1.00	0.10	2.00	0.20	2.00	0.20	0.00	0.00	54.00	0.15	0.80	0.94	0.00	0.04	0.02	0.00	0.00	0.13	0.02	0.00	0.00	0.02	0.11	0.04	0.00
236	1	101.06	4.42	0.51	0.32	0.08	0.67	0.10	1.00	2.49	4.89	2.13	0.00	0.35	0.39	0.25	0.00	0.00	2.00	4.00	2.00	0.00	0.07	0.15	0.07	0.00	7.00	3.00	0.43	4.00	0.57	7.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.29	2.00	0.29	0.00	0.00	39.00	0.28	0.69	0.97	0.00	0.03	0.00	0.00	0.00	0.26	0.00	0.00	0.00	0.00	0.33	0.05	0.00
237	1	64.76	3.62	0.41	0.43	0.23	0.63	0.12	0.72	2.77	2.98	0.97	0.00	0.05	0.49	0.45	0.01	0.00	3.00	7.00	7.00	1.00	0.10	0.23	0.23	0.03	23.00	12.00	0.52	5.00	0.22	17.00	0.74	1.00	0.04	1.00	0.04	3.00	0.13	1.00	0.04	0.00	0.00	8.00	0.35	0.00	0.00	1.00	0.04	1.00	0.04	1.00	0.04	2.00	0.09	3.00	0.13	1.00	0.04	544.00	0.82	0.09	0.91	0.02	0.02	0.05	0.02	0.00	0.81	0.00	0.00	0.00	0.02	0.05	0.01	0.02
238	1	77.99	3.12	0.35	0.40	0.25	0.55	0.18	0.62	2.23	3.28	1.18	0.00	0.06	0.44	0.47	0.02	0.00	1.00	3.00	5.00	2.00	0.05	0.16	0.26	0.11	13.00	7.00	0.54	2.00	0.15	9.00	0.69	1.00	0.08	1.00	0.08	1.00	0.08	1.00	0.08	0.00	0.00	5.00	0.38	0.00	0.00	0.00	0.00	1.00	0.08	1.00	0.08	2.00	0.15	0.00	0.00	1.00	0.08	523.00	0.64	0.01	0.65	0.06	0.11	0.17	0.06	0.00	0.63	0.00	0.00	0.01	0.11	0.01	0.00	0.06
244	6	81.54	3.60	0.43	0.34	0.22	0.63	0.10	0.81	2.23	3.78	1.69	0.00	0.19	0.38	0.27	0.15	0.00	2.00	2.00	3.00	1.00	0.09	0.09	0.13	0.04	8.00	4.00	0.50	2.00	0.25	6.00	0.75	1.00	0.13	0.00	0.00	1.00	0.13	0.00	0.00	0.00	0.00	2.00	0.25	0.00	0.00	1.00	0.13	1.00	0.13	0.00	0.00	0.00	0.00	2.00	0.25	1.00	0.13	52.00	0.60	0.19	0.79	0.08	0.00	0.13	0.00	0.00	0.31	0.00	0.13	0.15	0.00	0.00	0.04	0.08
245	6	87.87	5.46	0.48	0.29	0.15	0.61	0.17	0.96	2.33	2.73	1.05	0.00	0.10	0.57	0.31	0.00	0.00	3.00	8.00	3.00	0.00	0.11	0.29	0.11	0.00	15.00	5.00	0.33	10.00	0.67	15.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.20	0.00	0.00	2.00	0.13	0.00	0.00	0.00	0.00	5.00	0.33	4.00	0.27	0.00	0.00	65.00	0.26	0.74	1.00	0.00	0.00	0.00	0.00	0.00	0.17	0.00	0.09	0.00	0.00	0.62	0.06	0.00
246	6	74.19	3.94	0.41	0.37	0.16	0.58	0.12	0.79	2.63	3.02	0.93	0.00	0.09	0.44	0.42	0.03	0.00	1.00	6.00	4.00	1.00	0.04	0.24	0.16	0.04	13.00	5.00	0.38	6.00	0.46	11.00	0.85	1.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.23	0.00	0.00	2.00	0.15	0.00	0.00	0.00	0.00	4.00	0.31	2.00	0.15	1.00	0.08	80.00	0.51	0.41	0.93	0.05	0.00	0.00	0.00	0.00	0.41	0.00	0.10	0.00	0.00	0.30	0.03	0.05
248	6	84.44	5.93	0.47	0.31	0.17	0.63	0.18	0.96	2.97	2.29	0.94	0.00	0.04	0.23	0.50	0.00	0.00	2.00	4.00	5.00	0.00	0.09	0.17	0.22	0.00	12.00	3.00	0.25	7.00	0.58	10.00	0.83	1.00	0.08	0.00	0.00	1.00	0.08	0.00	0.00	0.00	0.00	2.00	0.17	0.00	0.00	1.00	0.08	0.00	0.00	0.00	0.00	3.00	0.25	3.00	0.25	1.00	0.08	45.00	0.27	0.53	0.80	0.18	0.00	0.02	0.00	0.00	0.13	0.00	0.13	0.00	0.00	0.24	0.07	0.18
249	6	54.62	4.64	0.42	0.34	0.18	0.63	0.24	0.87	1.89	1.93	0.64	0.00	0.44	0.44	0.11	0.00	0.00	2.00	4.00	3.00	0.00	0.11	0.22	0.17	0.00	11.00	4.00	0.36	6.00	0.55	10.00	0.91	1.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.27	0.00	0.00	1.00	0.09	0.00	0.00	0.00	0.00	2.00	0.18	3.00	0.27	1.00	0.09	76.00	0.21	0.46	0.67	0.33	0.00	0.00	0.00	0.00	0.20	0.00	0.01	0.00	0.00	0.13	0.04	0.33
250	6	57.69	3.99	0.36	0.38	0.24	0.55	0.23	0.84	1.75	2.41	1.03	0.00	0.11	0.36	0.53	0.00	0.00	1.00	4.00	2.00	0.00	0.04	0.17	0.09	0.00	7.00	2.00	0.29	3.00	0.43	5.00	0.71	1.00	0.14	0.00	0.00	1.00	0.14	0.00	0.00	0.00	0.00	1.00	0.14	0.00	0.00	1.00	0.14	0.00	0.00	0.00	0.00	1.00	0.14	1.00	0.14	1.00	0.14	28.00	0.29	0.18	0.46	0.50	0.00	0.04	0.00	0.00	0.04	0.00	0.25	0.00	0.00	0.04	0.04	0.50
251	6	84.78	5.64	0.50	0.30	0.08	0.64	0.17	0.97	2.91	2.03	0.93	0.00	0.10	0.56	0.12	0.02	0.00	5.00	6.00	3.00	1.00	0.22	0.26	0.13	0.04	16.00	5.00	0.31	8.00	0.50	13.00	0.81	2.00	0.13	1.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.19	0.00	0.00	2.00	0.13	0.00	0.00	0.00	0.00	4.00	0.25	4.00	0.25	2.00	0.13	51.00	0.27	0.61	0.88	0.04	0.08	0.00	0.00	0.00	0.12	0.00	0.16	0.00	0.00	0.35	0.08	0.04
